Syllable,Tone,FullPinyin,Exists,Character(s),Meaning
tai,1,tai1,Yes,胎,fetus  / classifier for litters (of puppies etc)  / padding (in clothing or bedding)  / womb carrying a fetus  / (fig.) origin  / source  / (loanword) tire; used in place names; used in 舌苔
tai,2,tai2,Yes,台,desk; table; counter; platform  / stage  / terrace  / stand  / support  / station  / broadcasting station  / classifier for vehicles or machines; typhoon
tai,3,tai3,Yes,呔,(dialect) non-local in one&#039;s speaking accent
tai,4,tai4,Yes,太,highest  / greatest  / too (much)  / very  / extremely; (bound form)  / appearance  / shape  / form  / state  / attitude  / (grammar) voice; Mt Tai 泰山 in Shandong  / abbr. for Thailand
tan,1,tan1,Yes,贪,to have a voracious desire for  / to covet  / greedy  / corrupt; to spread out  / vendor&#039;s stand; paralyzed
tan,2,tan2,Yes,谈,to speak  / to talk  / to converse  / to chat  / to discuss; to pluck (a string)  / to play (a string instrument)  / to spring or leap  / to shoot (e.g. with a catapult)  / (of cotton) to fluff or tease  / to flick  / to flip  / to accuse  / to impeach  / elastic (of materials); phlegm  / spittle
tan,3,tan3,Yes,坦,flat  / open-hearted  / level  / smooth; blanket  / rug; tantalum (chemistry)
tan,4,tan4,Yes,碳,carbon (chemistry); to explore  / to search out  / to scout  / to visit  / to stretch forward; wood charcoal  / coal
tang,1,tang1,Yes,汤,soup  / hot or boiling water  / decoction of medicinal herbs  / water in which sth has been boiled; to wade  / to trample  / to turn the soil; noise of drums
tang,2,tang2,Yes,糖,"sugar  / sweets  / candy  / CL: 顆｜颗, 塊｜块; old variant of 糖; (main) hall  / large room for a specific purpose  / CL: 間｜间 / relationship between cousins etc on the paternal side of a family  / of the same clan  / classifier for classes, lectures etc  / classifier for sets of furniture"
tang,3,tang3,Yes,躺,to recline  / to lie down; to drip  / to trickle  / to shed (tears); if; supposing; in case
tang,4,tang4,Yes,趟,"classifier for times, round trips or rows  / a time  / a trip; to scald  / to burn (by scalding)  / to blanch (cooking)  / to heat (sth) up in hot water  / to perm  / to iron  / scalding hot; variant of 燙｜烫  / variant of 趟"
tao,1,tao1,Yes,掏,to fish out (from pocket)  / to scoop; variant of 掏; braid  / cord  / sash
tao,2,tao2,Yes,桃,"peach; to escape  / to run away  / to flee; to wash (rice, sand etc in water to remove impurities)  / to dredge; to scoop out (sediment or waste)  / (dialect) to hunt for and buy (bargains or second-hand goods)  / (dialect) naughty; mischievous"
tao,3,tao3,Yes,讨,to invite  / to provoke  / to demand or ask for  / to send armed forces to suppress  / to denounce or condemn  / to marry (a woman)  / to discuss or study
tao,4,tao4,Yes,套,"to cover  / to encase  / cover  / sheath  / to overlap  / to interleave  / to model after  / to copy  / formula  / harness  / loop of rope  / (fig.) to fish for  / to obtain slyly  / classifier for sets, collections  / bend (of a river or mountain range, in place names)  / tau (Greek letter Ττ)"
te,1,te1,No,,
te,2,te2,No,,
te,3,te3,No,,
te,4,te4,Yes,特,"special  / unique  / distinguished  / especially  / unusual  / very  / abbr. for 特克斯, tex; to err  / to change; used in 忐忑"
teng,1,teng1,Yes,熥,to heat up (cooked food) by baking or steaming  / Taiwan pr. [tong1]; (onom.) the thump of a big drum
teng,2,teng2,Yes,疼,(it) hurts; sore  / to love dearly; (bound form) to gallop; to prance  / (bound form) to soar; to hover  / to make room; to clear out; to vacate  / (verb suffix indicating repeated action); vassal state of Zhou in Shandong  / Teng County in Shandong  / surname Teng
teng,3,teng3,No,,
teng,4,teng4,No,,
ti,1,ti1,Yes,踢,to kick  / to play (e.g. soccer)  / (slang) butch (in a lesbian relationship); used in 體己｜体己  / Taiwan pr. [ti3]; (bound form) ladder; stairs
ti,2,ti2,Yes,提,"to carry (hanging down from the hand)  / to lift  / to put forward  / to mention  / to raise (an issue)  / upwards character stroke  / lifting brush stroke (in painting)  / scoop for measuring liquid; topic  / problem for discussion  / exam question  / subject  / to inscribe  / to mention  / CL: 個｜个, 道; surname Ti"
ti,3,ti3,Yes,体,body  / form  / style  / system  / substance  / to experience  / aspect (linguistics); old variant of 體｜体; variant of 體｜体
ti,4,ti4,Yes,替,to substitute for  / to take the place of  / to replace  / for  / on behalf of  / to stand in for; to shave; shave  / to weed
tian,1,tian1,Yes,天,day  / sky  / heaven; to add; to increase; to replenish; used in 黇鹿
tian,2,tian2,Yes,甜,sweet; to fill or stuff  / (of a form etc) to fill in; field  / farm  / CL: 片
tian,3,tian3,Yes,舔,to lick  / to lap; to shame; to exterminate
tian,4,tian4,Yes,瑱,"(literary) jade pendants attached to an official hat and hanging beside each ear, symbolizing refusal to listen to malicious talk  / (literary) to fill up; to smooth (a brush) against the inkstone (after dipping it in ink)"
tiao,1,tiao1,Yes,挑,to carry on a shoulder pole  / to choose  / to pick  / to nitpick; frivolous; ancestral hall
tiao,2,tiao2,Yes,条,"strip  / item  / article  / clause (of law or treaty)  / classifier for long thin things (ribbon, river, road, trousers etc); to harmonize  / to reconcile  / to blend  / to suit well  / to adjust  / to regulate  / to season (food)  / to provoke  / to incite; reed grass  / Chinese trumpet vine (Campsis grandiflora) (old)"
tiao,3,tiao3,Yes,挑,"to raise  / to dig up  / to poke  / to prick  / to incite  / to stir up; (literary) the appearance of the moon in the west at the end of a lunar month; quiet and secluded  / gentle, graceful, and elegant"
tiao,4,tiao4,Yes,跳,to jump  / to hop  / to skip over  / to bounce  / to palpitate; to gaze into the distance; to sell (grain)
tie,1,tie1,Yes,贴,to stick  / to paste  / to post (e.g. on a blog)  / to keep close to  / to fit snugly  / to subsidize  / allowance (e.g. money for food or housing)  / sticker  / classifier for sticking plaster: strip; terpene (chemistry); fitting snugly  / appropriate  / suitable  / variant of 貼｜贴  / to paste  / to obey
tie,2,tie2,No,,
tie,3,tie3,Yes,铁,iron (metal)  / arms  / weapons  / hard  / strong  / violent  / unshakeable  / determined  / close  / tight (slang); surname Tie; invitation card  / notice
tie,4,tie4,Yes,帖,rubbing from incised inscription; to mutter  / to talk indistinctly; (literary) greedy; gluttonous
ting,1,ting1,No,,
ting,2,ting2,Yes,停,to stop  / to halt  / to park (a car); pavilion  / booth  / kiosk  / erect; graceful
ting,3,ting3,Yes,挺,straight  / erect  / to stick out (a part of the body)  / to (physically) straighten up  / to support  / to withstand  / outstanding  / (coll.) quite  / very  / classifier for machine guns; vessel  / small ship; scepter
ting,4,ting4,No,,
tong,1,tong1,Yes,通,"to go through  / to know well  / (suffix) expert  / to connect  / to communicate  / open  / to clear  / classifier for letters, telegrams, phone calls etc; Aralia papyrifera; (onom.) thump  / thud"
tong,2,tong2,Yes,同,like  / same  / similar  / together  / alike  / with; copper (chemistry)  / see also 紅銅｜红铜  / CL: 塊｜块; surname Tong
tong,3,tong3,Yes,桶,"bucket  / (trash) can  / barrel (of oil etc)  / CL: 個｜个, 隻｜只; tube  / cylinder  / to encase in sth cylindrical (such as hands in sleeves etc); to poke; to jab  / to give (sb) a nudge; to prod  / to disclose; to reveal"
tong,4,tong4,Yes,痛,ache  / pain  / sorrow  / deeply  / thoroughly; used in 胡同; used in 衚衕｜胡同
tou,1,tou1,Yes,偷,to steal  / to pilfer  / to snatch  / thief  / stealthily; improper  / irregular; variant of 偷
tou,2,tou2,Yes,头,"head  / hair style  / the top  / end  / beginning or end  / a stub  / remnant  / chief  / boss  / side  / aspect  / first  / leading  / classifier for pigs or livestock  / CL: 個｜个; to throw (sth in a specific direction: ball, javelin, grenade etc)  / to cast (a ballot)  / to cast (a glance, a shadow etc)  / to put in (money for investment, a coin to operate a slot machine)  / to send (a letter, a manuscript etc)  / to throw oneself into (a river, a well etc to commit suicide)  / to go to; to seek refuge; to place oneself into the hands of  / (coll.) to rinse (clothes) in water; dice"
tou,3,tou3,Yes,钭,surname Tou; a wine flagon; yellow (archaic)
tou,4,tou4,Yes,透,(bound form) to penetrate; to seep through  / to tell secretly; to leak  / thoroughly; through and through  / to appear; to show
tu,1,tu1,Yes,凸,to stick out; protruding; convex; male (connector etc)  / Taiwan pr. [tu2]; bald (lacking hair or feathers)  / barren; bare; denuded  / blunt (lacking a point)  / (of a piece of writing) unsatisfactory; lacking something; to dash  / to move forward quickly  / to bulge  / to protrude  / to break through  / to rush out  / sudden  / Taiwan pr. [tu2]
tu,2,tu2,Yes,图,diagram  / picture  / drawing  / chart  / map  / CL: 張｜张 / to plan  / to scheme  / to attempt  / to pursue  / to seek; to apply (paint etc)  / to smear  / to daub  / to blot out  / to scribble  / to scrawl  / (literary) mud  / street; variant of 途
tu,3,tu3,Yes,土,"earth  / dust  / clay  / local  / indigenous  / crude opium  / unsophisticated  / one of the eight categories of ancient musical instruments 八音; to spit  / to send out (silk from a silkworm, bolls from cotton flowers etc)  / to say  / to pour out (one&#039;s grievances); Tu (ethnic group)  / surname Tu"
tu,4,tu4,Yes,兔,rabbit; variant of 兔; to vomit  / to throw up
tuan,1,tuan1,Yes,湍,to rush (of water); (literary) (of a fire) lively  / blazing; contraction of the three characters of 圖書館｜图书馆  / library
tuan,2,tuan2,Yes,团,"round  / lump  / ball  / to roll into a ball  / to gather  / regiment  / group  / society  / classifier for a lump or a soft mass: wad (of paper), ball (of wool), cloud (of smoke); dumpling; slash"
tuan,3,tuan3,Yes,疃,village  / animal track; place trodden by animals
tuan,4,tuan4,Yes,彖,to foretell the future using the trigrams of the Book of Changes 易經｜易经
tui,1,tui1,Yes,推,to push  / to cut  / to refuse  / to reject  / to decline  / to shirk (responsibility)  / to put off  / to delay  / to push forward  / to nominate  / to elect  / massage; Leonurus macranthus
tui,2,tui2,Yes,颓,to crumble  / to collapse  / to decline  / to decay  / decadent  / dejected  / dispirited  / balding; Japanese brown bear; variant of 頹｜颓
tui,3,tui3,Yes,腿,leg  / CL: 條｜条; hip bone  / old variant of 腿
tui,4,tui4,Yes,退,"to retreat; to withdraw  / to reject; to return (sth)  / to decline; to take off (clothes); to shed (feathers)  / (of color) to fade  / (fig.) (of emotions, awareness etc) to fade  / Taiwan pr. [tun4]; skin cast off during molting  / exuvia  / to pupate  / to molt  / to slough  / to cast off an old skin or shell"
tun,1,tun1,Yes,吞,to swallow  / to take; move slowly; planet Jupiter  / vomit
tun,2,tun2,Yes,屯,to station (soldiers)  / to store up  / village; used in 餛飩｜馄饨  / Taiwan pr. [dun4]; suckling pig
tun,3,tun3,Yes,氽,to float  / to deep-fry
tun,4,tun4,Yes,褪,to slip out of sth  / to hide sth in one&#039;s sleeve
tuo,1,tuo1,Yes,脱,to shed  / to take off  / to escape  / to get away from; to trust  / to entrust  / to be entrusted with  / to act as trustee; to drag  / to tow  / to trail  / to hang down  / to mop (the floor)  / to delay  / to drag on
tuo,2,tuo2,Yes,驮,"to carry on one&#039;s back; variant of 馱｜驮; mound; heap; lump  / classifier for small mounds (e.g. animal scat deposits)  / (of noodles, jiaozi 餃子｜饺子 etc) to stick together; to form a clump"
tuo,3,tuo3,Yes,妥,suitable  / adequate  / ready  / settled; length of 2 outstretched arms; ellipse
tuo,4,tuo4,Yes,拓,surname Tuo; to expand  / to push sth with the hand  / to develop  / to open up; saliva  / to spit
wa,1,wa1,Yes,挖,to dig  / to excavate  / to scoop out; Wow!  / sound of a child&#039;s crying  / sound of vomiting; frog  / CL: 隻｜只
wa,2,wa2,Yes,娃,baby  / doll
wa,3,wa3,Yes,瓦,"roof tile  / abbr. for 瓦特; Wa, Kawa or Va ethnic group of Myanmar, south China and southeast Asia; to crawl  / to climb  / to scoop up"
wa,4,wa4,Yes,袜,socks  / stockings; variant of 韤｜袜; variant of 襪｜袜
wai,1,wai1,Yes,歪,askew  / at a crooked angle  / devious  / noxious  / (coll.) to lie on one&#039;s side; lopsided  / Taiwan pr. [kuai1]; awry (mouth)  / askew  / Taiwan pr. [kuai1]
wai,2,wai2,No,,
wai,3,wai3,Yes,歪,to sprain (one&#039;s ankle) (Tw); to sprain (one&#039;s ankle)  / see 崴子
wai,4,wai4,Yes,外,outside  / in addition  / foreign  / external
wan,1,wan1,Yes,弯,to bend  / bent  / a bend; a turn (in a road etc)  / CL: 道; bay  / gulf  / to cast anchor  / to moor (a boat); to scoop out  / to gouge out
wan,2,wan2,Yes,完,to finish  / to be over  / whole  / complete  / entire; ball  / pellet  / pill; to play  / to have fun  / to trifle with  / toy  / sth used for amusement  / curio or antique (Taiwan pr. [wan4])  / to keep sth for entertainment
wan,3,wan3,Yes,晚,"evening  / night  / late; bowl  / cup  / CL: 隻｜只, 個｜个; variant of 碗"
wan,4,wan4,Yes,万,"ten thousand  / a great number; surname Wan; wrist  / (squid, starfish etc) arm"
wang,1,wang1,Yes,汪,"surname Wang; expanse of water  / ooze  / (onom.) bark  / classifier for liquids: pool, puddle; feeble  / lame"
wang,2,wang2,Yes,王,king or monarch  / best or strongest of its type  / grand  / great; surname Wang; to die  / to lose  / to be gone  / to flee  / deceased
wang,3,wang3,Yes,网,net  / network; to go (in a direction)  / to  / towards  / (of a train) bound for  / past  / previous; old variant of 往
wang,4,wang4,Yes,忘,to forget  / to overlook  / to neglect; full moon  / to hope  / to expect  / to visit  / to gaze (into the distance)  / to look towards  / towards; prosperous  / flourishing  / (of flowers) blooming  / (of fire) roaring
wei,1,wei1,Yes,微,surname Wei  / ancient Chinese state near present-day Chongqing  / Taiwan pr. [Wei2]; tiny  / miniature  / slightly  / profound  / abtruse  / to decline  / one millionth part of  / micro-  / Taiwan pr. [wei2]; used in 委蛇
wei,2,wei2,Yes,为,"as (in the capacity of)  / to take sth as  / to act as  / to serve as  / to behave as  / to become  / to be  / to do  / by (in the passive voice); to encircle  / to surround  / all around  / to wear by wrapping around (scarf, shawl); variant of 為｜为"
wei,3,wei3,Yes,尾,tail  / remainder  / remnant  / extremity  / sixth of the 28 constellations  / classifier for fish; surname Wei; to entrust  / to cast aside  / to shift (blame etc)  / to accumulate  / roundabout  / winding  / dejected  / listless  / committee member  / council  / end  / actually  / certainly
wei,4,wei4,Yes,为,"because of  / for  / to; position  / location  / place  / seat  / classifier for people (honorific)  / classifier for binary bits (e.g. 十六位 16-bit or 2 bytes)  / (physics) potential; hey  / to feed (an animal, baby, invalid etc)"
wen,1,wen1,Yes,塭,used in 魚塭｜鱼塭  / used in place names; short-headed pig; sardine
wen,2,wen2,Yes,闻,to hear  / news  / well-known  / famous  / reputation  / fame  / to smell  / to sniff at; language  / culture  / writing  / formal  / literary  / gentle  / (old) classifier for coins  / Kangxi radical 67; surname Wen
wen,3,wen3,Yes,稳,settled; steady; stable; kiss  / to kiss  / mouth; variant of 吻
wen,4,wen4,Yes,问,"to ask; to inquire; Wen River in northwest Sichuan (same as 汶川)  / classical name of river in Shandong, used to refer to Qi 齊國｜齐国; old variant of 絻"
weng,1,weng1,Yes,翁,surname Weng; elderly man  / father  / father-in-law  / neck feathers of a bird (old); (onom.) buzz  / hum  / drone
weng,2,weng2,No,,
weng,3,weng3,Yes,滃,(of clouds) to rise  / (of water) to swell; clear and cloudless sky; luxuriant vegetation
weng,4,weng4,Yes,瓮,"surname Weng; pottery container for water, wine etc; water spinach or ong choy (Ipomoea aquatica), used as a vegetable in south China and southeast Asia  / Taiwan pr. [yong1]"
wo,1,wo1,Yes,窝,nest  / pit or hollow on the human body  / lair  / den  / place  / to harbor or shelter  / to hold in check  / to bend  / classifier for litters and broods; used 老撾｜老挝; eddy  / whirlpool
wo,2,wo2,No,,
wo,3,wo3,Yes,我,I; me; my; (archaic) maid
wo,4,wo4,Yes,握,to hold; to grasp  / to clench (one&#039;s fist)  / (bound form) to have in one&#039;s control  / classifier: a handful; to lie  / to crouch; fertile  / rich  / to irrigate  / to wash (of river)
wu,1,wu1,Yes,屋,(bound form) house  / (bound form) room; dirty  / filthy  / foul  / corrupt  / to smear  / to defile  / dirt  / filth; (literary) Oh!  / Ah!
wu,2,wu2,Yes,无,not to have  / no  / none  / not  / to lack  / un-  / -less; surname Wu; (old) I; my
wu,3,wu3,Yes,五,"five  / 5; to dance  / to wield  / to brandish; to enclose  / to cover with the hand (one&#039;s eyes, nose or ears)  / to cover up (an affair)  / contrary  / to contradict"
wu,4,wu4,Yes,误,"mistake  / error  / to miss  / to harm  / to delay  / to neglect  / mistakenly; fog  / mist  / CL: 場｜场, 陣｜阵; do not"
xi,1,xi1,Yes,西,"west; to breathe  / to suck in  / to absorb  / to inhale; sparse; scattered  / rare; uncommon  / diluted; thin; watery  / (bound form) sth liquid or of thin consistency (as in 綠豆稀｜绿豆稀 &quot;sweet mung bean soup&quot;)  / (bound form) totally; extremely (used with negative attributes, as in 稀糟 &quot;utterly ruined&quot;)"
xi,2,xi2,Yes,席,"woven mat  / seat  / banquet  / place in a democratic assembly  / classifier for banquets, conversations etc; variant of 席  / woven mat; surname Xi"
xi,3,xi3,Yes,洗,"to wash; to bathe  / to develop (photographs)  / to shuffle (cards etc)  / to erase (a recording); to be fond of  / to like  / to enjoy  / to be happy  / to feel pleased  / happiness  / delight  / glad; double happiness (similar to 喜喜)  / symbol of good luck, esp. marriage"
xi,4,xi4,Yes,系,to connect  / to relate to  / to tie up  / to bind  / to be (literary); system  / department  / faculty; to connect  / to arrest  / to worry
xia,1,xia1,Yes,瞎,blind  / groundlessly  / foolishly  / to no purpose; shrimp  / prawn; to sip; to drink  / Taiwan pr. [xia2]
xia,2,xia2,Yes,瑕,blemish  / flaw in jade; rose-tinted sky or clouds at sunrise or sunset; knight-errant  / brave and chivalrous  / hero  / heroic
xia,3,xia3,No,,
xia,4,xia4,Yes,下,"down  / downwards  / below  / lower  / later  / next (week etc)  / second (of two parts)  / to decline  / to go down  / to arrive at (a decision, conclusion etc)  / measure word to show the frequency of an action; to frighten  / to scare; the Xia or Hsia dynasty c. 2000 BC  / Xia of the Sixteen Kingdoms (407-432)  / surname Xia"
xian,1,xian1,Yes,先,beforehand; first; earlier  / at first; originally  / for the time being; for now  / (prefix) my late (in referring to deceased relatives older than oneself); fresh  / bright (in color)  / delicious  / tasty  / delicacy  / aquatic foods; fish  / old variant of 鮮｜鲜
xian,2,xian2,Yes,咸,all  / everyone  / each  / widespread  / harmonious; salted  / salty  / stingy  / miserly; idle  / unoccupied  / leisure
xian,3,xian3,Yes,显,to make visible  / to reveal  / prominent  / conspicuous  / (prefix) phanero-; danger  / dangerous  / rugged; few  / rare
xian,4,xian4,Yes,线,"thread  / string  / wire  / line  / CL: 條｜条, 股, 根 / (after a number) tier (unofficial ranking of a Chinese city); variant of 線｜线; county"
xiang,1,xiang1,Yes,香,fragrant  / sweet smelling  / aromatic  / savory or appetizing  / (to eat) with relish  / (of sleep) sound  / perfume or spice  / joss or incense stick  / CL: 根; box  / trunk  / chest; country or countryside  / native place  / home village or town  / township (PRC administrative unit)
xiang,2,xiang2,Yes,祥,auspicious  / propitious; detailed  / comprehensive; to surrender; to capitulate  / to subdue; to conquer; to tame
xiang,3,xiang3,Yes,想,to think (about)  / to think of; to devise  / to think (that); to believe (that)  / to desire; to want (to)  / to miss (feel wistful about the absence of); echo  / sound  / noise  / to make a sound  / to sound  / to ring  / loud  / classifier for noises; to enjoy  / to benefit  / to have the use of
xiang,4,xiang4,Yes,向,towards  / to face  / to turn towards  / direction  / to support  / to side with  / shortly before  / formerly  / always  / all along  / (suffix) suitable for ...  / oriented to ...; to resemble  / to be like  / to look as if  / such as  / appearance  / image  / portrait  / image under a mapping (math.); to tend toward  / to guide  / variant of 向
xiao,1,xiao1,Yes,销,to melt (metal)  / to cancel; to annul  / to sell  / to expend; to spend  / pin; bolt  / to fasten with a pin or bolt; to diminish; to subside  / to consume; to reduce  / to idle away (the time)  / (after 不 or 只 or 何 etc) to need; to require; to take; to peel with a knife  / to pare  / to cut (a ball at tennis etc)
xiao,2,xiao2,Yes,淆,"confused and disorderly  / mixed  / Taiwan pr. [yao2]; Xiao River in Hebei province; (Tw) (vulgar) semen (from Taiwanese 潲, Tai-lo pr. [siâu])"
xiao,3,xiao3,Yes,小,small  / tiny  / few  / young; dwarf bamboo  / thin bamboo; dawn  / daybreak  / to know  / to let sb know  / to make explicit
xiao,4,xiao4,Yes,笑,to laugh; to smile  / to laugh at; old variant of 笑; (bound form) school; college  / (bound form) (military) field officer
xie,1,xie1,Yes,些,"classifier indicating a small amount or small number greater than 1: some, a few, several; to rest  / to take a break  / to stop  / to halt  / (dialect) to sleep  / a moment  / a short while; short garments"
xie,2,xie2,Yes,鞋,"shoe  / CL: 雙｜双, 隻｜只; variant of 鞋; inclined  / slanting  / oblique  / tilting"
xie,3,xie3,Yes,写,to write; see 血
xie,4,xie4,Yes,泄,(bound form) to leak out; to discharge; (fig.) to divulge; to unload  / to unhitch  / to remove or strip  / to get rid of; to flow out swiftly  / to flood  / a torrent  / diarrhea  / laxative
xin,1,xin1,Yes,新,"new  / newly  / meso- (chemistry); heart  / mind  / intention  / center  / core  / CL: 顆｜颗, 個｜个; abbr. for Xinjiang 新疆  / abbr. for Singapore 新加坡  / surname Xin"
xin,2,xin2,Yes,镡,guard (on a sword handle)  / pommel (on a sword handle)  / dagger  / Taiwan pr. [tan2]
xin,3,xin3,Yes,伈,nervous  / fearful
xin,4,xin4,Yes,信,letter  / mail  / CL: 封 / to trust  / to believe  / to profess faith in  / truthful  / confidence  / trust  / at will  / at random; used in 芯子  / Taiwan pr. [xin1]; quarrel  / dispute  / a blood sacrifice (arch.)
xing,1,xing1,Yes,腥,fishy (smell); surname Xing; to rise  / to flourish  / to become popular  / to start  / to encourage  / to get up  / (often used in the negative) to permit or allow (dialect)  / maybe (dialect)
xing,2,xing2,Yes,行,(bound form) to walk; to go; to travel  / (literary) trip; journey; visit  / (bound form) temporary; makeshift  / (bound form) current; in circulation  / (bound form) to do; to perform  / capable; competent  / all right; OK!; will do  / behavior; conduct (Taiwan pr. [xing4])  / (literary) about to; soon; mold  / type  / style  / model; to appear  / to look  / form  / shape
xing,3,xing3,Yes,醒,to wake up  / to be awake  / to become aware  / to sober up  / to come to; (bound form) to scrutinize  / (bound form) to reflect (on one&#039;s conduct)  / (bound form) to come to realize  / (bound form) to pay a visit (to one&#039;s parents or elders); to blow (one&#039;s nose)
xing,4,xing4,Yes,姓,"family name; surname  / to be surnamed ...; nature  / character  / property  / quality  / attribute  / sexuality  / sex  / gender  / suffix forming adjective from verb  / suffix forming noun from adjective, corresponding to -ness or -ity  / essence  / CL: 個｜个; feeling or desire to do sth  / interest in sth  / excitement"
xiong,1,xiong1,Yes,凶,terrible  / fearful; vicious  / fierce  / ominous  / inauspicious  / famine  / variant of 兇｜凶; chest  / bosom  / heart  / mind  / thorax
xiong,2,xiong2,Yes,熊,bear  / (coll.) to scold; to rebuke  / (coll.) weak; incapable; male  / staminate  / grand  / imposing  / powerful  / mighty  / person or state having great power and influence; surname Xiong
xiong,3,xiong3,No,,
xiong,4,xiong4,Yes,诇,(literary) to spy  / to pry into; surname Xiong
xiu,1,xiu1,Yes,修,to decorate  / to embellish  / to repair  / to build  / to write  / to cultivate  / to study  / to take (a class); variant of 修; dried meat presented by pupils to their teacher at their first meeting (in ancient times)  / dried; withered
xiu,2,xiu2,No,,
xiu,3,xiu3,Yes,滫,(literary) water that was used to rinse rice and has become smelly; befouled water; night  / classifier for nights; rotten
xiu,4,xiu4,Yes,锈,to rust; to embroider; embroidery; variant of 鏽｜锈
xu,1,xu1,Yes,需,to require  / to need  / to want  / necessity  / need; emptiness  / void  / abstract theory or guiding principles  / empty or unoccupied  / diffident or timid  / false  / humble or modest  / (of health) weak  / virtual  / in vain; must  / to have to  / to wait
xu,2,xu2,Yes,徐,surname Xu; slowly  / gently
xu,3,xu3,Yes,许,to allow  / to permit  / to promise  / to praise  / somewhat  / perhaps; surname Xu; used in 栩栩  / jolcham oak (Quercus serrata)
xu,4,xu4,Yes,序,(bound form) order; sequence  / (bound form) introductory; initial  / preface; to continue  / to replenish; abbr. for Syria 敘利亞｜叙利亚
xuan,1,xuan1,Yes,轩,"surname Xuan; pavilion with a view  / high  / tall  / high fronted, curtained carriage (old); surname Xuan"
xuan,2,xuan2,Yes,悬,to hang or suspend  / to worry  / public announcement  / unresolved  / baseless  / without foundation; black  / mysterious; (jade)
xuan,3,xuan3,Yes,选,to choose  / to pick  / to select  / to elect; brilliant; glorious  / sob  / weep
xuan,4,xuan4,Yes,渲,"wash (color); weep; stick-like implement inserted into the handles of a tripod cauldron in ancient times in order to lift the cauldron  / commonly used in Korean names, transcribed as &quot;hyun&quot;"
xue,1,xue1,Yes,薛,surname Xue  / vassal state during the Zhou Dynasty (1046-256 BC); wormwood like grass (classical); to pare  / to reduce  / to remove  / Taiwan pr. [xue4]
xue,2,xue2,Yes,学,to learn  / to study  / to imitate  / science  / -ology; cave  / cavity  / hole  / acupuncture point  / Taiwan pr. [xue4]; to store grain by enclosing it in a woven mat rolled into a vertical cylinder
xue,3,xue3,Yes,雪,snow  / CL: 場｜场 / (literary) to wipe away (a humiliation etc); surname Xue; codfish  / Gadus macrocephalus
xue,4,xue4,Yes,血,"blood  / colloquial pr. [xie3]  / CL: 滴, 片; joy  / to joke  / to banter  / to tease  / to mock  / Taiwan pr. [nu:e4]; (archaic) to enter  / to fly"
xun,1,xun1,Yes,熏,to smoke  / to fumigate  / to assail the nostrils  / to perfume; variant of 熏; fragrance  / warm  / to educate  / variant of 熏  / to smoke  / to fumigate
xun,2,xun2,Yes,寻,to search  / to look for  / to seek; to ask about  / to inquire about; to patrol  / to make one&#039;s rounds  / classifier for rounds of drinks
xun,3,xun3,No,,
xun,4,xun4,Yes,训,to teach; to train; to admonish  / (bound form) instruction (from superiors); teachings; rule; to attain gradually  / to tame  / Taiwan pr. [xun2]; rapid  / fast
ya,1,ya1,Yes,压,to press  / to push down  / to keep under (control)  / pressure; to mortgage  / to pawn  / to detain in custody  / to escort and protect  / (literary) to sign; duck (CL:隻｜只)  / (slang) male prostitute
ya,2,ya2,Yes,牙,tooth  / ivory  / CL: 顆｜颗; bud  / sprout; surname Ya
ya,3,ya3,Yes,哑,"mute; dumb; incapable of speech  / (of a voice) hoarse; husky  / (bound form) (of a bullet, bomb etc) dud; elegant; mute, incapable of speech  / same as 啞｜哑"
ya,4,ya4,Yes,压,used in 壓根兒｜压根儿  / used in 壓馬路｜压马路  / used in 壓板｜压板; Asia  / Asian  / Taiwan pr. [Ya3]; second  / next to  / inferior  / sub-  / Taiwan pr. [ya3]
yan,1,yan1,Yes,烟,cigarette or pipe tobacco  / CL: 根 / smoke  / mist  / vapour  / CL: 縷｜缕 / tobacco plant  / (of the eyes) to be irritated by smoke; tobacco (variant of 煙｜烟); to flood  / to submerge  / to drown  / to irritate the skin (of liquids)  / to delay
yan,2,yan2,Yes,盐,"salt  / CL: 粒; tight (closely sealed)  / stern  / strict  / rigorous  / severe  / father; along  / to follow (a line, tradition etc)  / to carry on  / to trim (a border with braid, tape etc)  / border  / edge"
yan,3,yan3,Yes,眼,"eye (CL:隻｜只,雙｜双)  / (often used with 一) a look; a glance  / small hole  / (bound form) salient point  / classifier for wells, cave-dwellings etc; to perform (a play etc); to stage (a show)  / (bound form) to develop; to play out; to carry out (a task); &quot;house on a cliff&quot; radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc"
yan,4,yan4,Yes,验,to examine  / to test  / to check; to swallow; variant of 驗｜验
yang,1,yang1,Yes,央,"center  / end  / to beg  / to plead; sapling; seedling; sprout; (esp.) rice seedling  / stem; stalk; vine  / baby livestock; fry  / (dialect) to raise; to cultivate (plants or animals); agitated (wind, cloud)  / boundless"
yang,2,yang2,Yes,羊,"sheep; goat  / CL: 頭｜头, 隻｜只; ocean  / vast  / foreign  / silver dollar or coin; to raise  / to hoist  / the action of tossing or winnowing  / scattering (in the wind)  / to flutter  / to propagate"
yang,3,yang3,Yes,养,to raise (animals)  / to bring up (children)  / to keep (pets)  / to support  / to give birth; to face upward  / to look up  / to admire  / to rely on; oxygen (chemistry)
